Student Number,Course Title,Course Credit,Grades,Course Semester,GPA,Completed Credits,Semester GPA,Semester Credit,Department Code
63,Outline of Modern Chinese History,1.5,2,3,3.0,70.5,2.76,25.0,BLG
63,Linear Algebra,2.5,4,3,3.0,70.5,2.76,25.0,BLG
63,Data Structures,5.0,3,3,3.0,70.5,2.76,25.0,BLG
63,College English A(3),4.0,2,3,3.0,70.5,2.76,25.0,BLG
63,Microcomputer Principles and Interface Technology,4.0,2,3,3.0,70.5,2.76,25.0,BLG
63,Data Structure Course Design,1.0,4,3,3.0,70.5,2.76,25.0,BLG
63,Principles of Operating System,4.0,4,4,3.235294117647059,93.5,3.9565217391304346,23.0,BLG
63,Database Principles and Applications,3.5,5,4,3.235294117647059,93.5,3.9565217391304346,23.0,BLG
63,.NET Programming A,4.0,4,4,3.235294117647059,93.5,3.9565217391304346,23.0,BLG
63,Introduction to Mao Zedong Thought and the Theoretical System of Socialism with Chinese Characteristics,3.5,3,4,3.235294117647059,93.5,3.9565217391304346,23.0,BLG
63,College English A(4),3.0,2,4,3.235294117647059,93.5,3.9565217391304346,23.0,BLG
63,Database Principles and Applications Course Design,1.0,5,4,3.235294117647059,93.5,3.9565217391304346,23.0,BLG
63,Discrete Mathematics,4.0,5,4,3.235294117647059,93.5,3.9565217391304346,23.0,BLG
63,Computer Networks A,4.0,3,5,3.355855855855856,111.0,4.0,17.5,BLG
63,Software Testing Techniques,3.0,4,5,3.355855855855856,111.0,4.0,17.5,BLG
63,Advanced Software Engineering,3.5,4,5,3.355855855855856,111.0,4.0,17.5,BLG
63,Linux Programming,2.0,5,5,3.355855855855856,111.0,4.0,17.5,BLG
63,Algorithm Analysis and Design,2.0,5,5,3.355855855855856,111.0,4.0,17.5,BLG
63,Principles of Compilation,3.0,4,5,3.355855855855856,111.0,4.0,17.5,BLG
63,J2EE Framework Course Design,1.0,3,6,3.400763358778626,131.0,3.65,20.0,BLG
63,Oracle Database Course Design,1.0,3,6,3.400763358778626,131.0,3.65,20.0,BLG
63,Requirements Engineering & UML Modeling,3.0,4,6,3.400763358778626,131.0,3.65,20.0,BLG
63,Software Design,3.0,3,6,3.400763358778626,131.0,3.65,20.0,BLG
63,Information Security A,2.5,4,6,3.400763358778626,131.0,3.65,20.0,BLG
63,Oracle Database,2.0,3,6,3.400763358778626,131.0,3.65,20.0,BLG
63,Software Project Management,3.0,4,6,3.400763358778626,131.0,3.65,20.0,BLG
63,J2EE Framework,4.5,4,6,3.400763358778626,131.0,3.65,20.0,BLG
63,Intellectual Property and Software Protection,1.0,5,7,3.4424460431654675,139.0,4.125,8.0,BLG
63,Human-Computer Interaction Technology,2.0,3,7,3.4424460431654675,139.0,4.125,8.0,BLG
63,Software Development and Testing Training,3.0,4,7,3.4424460431654675,139.0,4.125,8.0,BLG
63,Python Language Programming,2.0,5,7,3.4424460431654675,139.0,4.125,8.0,BLG
64,Ideological and Moral Cultivation and Legal Foundation,2.5,5,1,4.282051282051282,19.5,4.282051282051282,19.5,BLG
64,Success: Career Planning,1.0,3,1,4.282051282051282,19.5,4.282051282051282,19.5,BLG
64,Introduction to Computer Science,2.0,3,1,4.282051282051282,19.5,4.282051282051282,19.5,BLG
64,Advanced Mathematics A(1),5.5,5,1,4.282051282051282,19.5,4.282051282051282,19.5,BLG
64,College English A(1),4.0,4,1,4.282051282051282,19.5,4.282051282051282,19.5,BLG
64,University Chinese,2.0,5,1,4.282051282051282,19.5,4.282051282051282,19.5,BLG
64,Mental Health Education for College Students,2.0,3,1,4.282051282051282,19.5,4.282051282051282,19.5,BLG
64,Ideological and Political Theory Course Practice1,0.5,5,1,4.282051282051282,19.5,4.282051282051282,19.5,BLG
64,C/C++ Language Programming,5.5,2,2,3.5604395604395602,45.5,3.019230769230769,26.0,BLG
64,C/C++ Language Programming Course Design,1.0,4,2,3.5604395604395602,45.5,3.019230769230769,26.0,BLG
64,Digital Logic Circuits,4.0,4,2,3.5604395604395602,45.5,3.019230769230769,26.0,BLG
64,Introduction to the Basic Principles of Marxism,2.5,3,2,3.5604395604395602,45.5,3.019230769230769,26.0,BLG
64,Basic Education for Entrepreneurship,2.0,2,2,3.5604395604395602,45.5,3.019230769230769,26.0,BLG
64,Higher Mathematics A(2),5.5,3,2,3.5604395604395602,45.5,3.019230769230769,26.0,BLG
64,Cognitive Internship (IT Basic Training),1.0,2,2,3.5604395604395602,45.5,3.019230769230769,26.0,BLG
64,Ideological and Political Theory Course Practice2,0.5,3,2,3.5604395604395602,45.5,3.019230769230769,26.0,BLG
64,College English A(2),4.0,4,2,3.5604395604395602,45.5,3.019230769230769,26.0,BLG
64,Probability Theory and Mathematical Statistics,3.0,4,3,3.5886524822695036,70.5,3.64,25.0,BLG
64,Java Programming A,4.0,4,3,3.5886524822695036,70.5,3.64,25.0,BLG
64,Outline of Modern Chinese History,1.5,3,3,3.5886524822695036,70.5,3.64,25.0,BLG
64,Linear Algebra,2.5,3,3,3.5886524822695036,70.5,3.64,25.0,BLG
64,Data Structures,5.0,3,3,3.5886524822695036,70.5,3.64,25.0,BLG
64,College English A(3),4.0,4,3,3.5886524822695036,70.5,3.64,25.0,BLG
64,Microcomputer Principles and Interface Technology,4.0,4,3,3.5886524822695036,70.5,3.64,25.0,BLG
64,Data Structure Course Design,1.0,4,3,3.5886524822695036,70.5,3.64,25.0,BLG
64,Principles of Operating System,4.0,4,4,3.6898395721925135,93.5,4.0,23.0,BLG
64,Database Principles and Applications,3.5,4,4,3.6898395721925135,93.5,4.0,23.0,BLG
64,.NET Programming A,4.0,4,4,3.6898395721925135,93.5,4.0,23.0,BLG
64,Introduction to Mao Zedong Thought and the Theoretical System of Socialism with Chinese Characteristics,3.5,4,4,3.6898395721925135,93.5,4.0,23.0,BLG
64,College English A(4),3.0,4,4,3.6898395721925135,93.5,4.0,23.0,BLG
64,Database Principles and Applications Course Design,1.0,4,4,3.6898395721925135,93.5,4.0,23.0,BLG
64,Discrete Mathematics,4.0,4,4,3.6898395721925135,93.5,4.0,23.0,BLG
64,Computer Networks A,4.0,2,5,3.671171171171171,111.0,3.5714285714285716,17.5,BLG
64,Software Testing Techniques,3.0,4,5,3.671171171171171,111.0,3.5714285714285716,17.5,BLG
64,Advanced Software Engineering,3.5,5,5,3.671171171171171,111.0,3.5714285714285716,17.5,BLG
64,Linux Programming,2.0,4,5,3.671171171171171,111.0,3.5714285714285716,17.5,BLG
64,Algorithm Analysis and Design,2.0,4,5,3.671171171171171,111.0,3.5714285714285716,17.5,BLG
64,Principles of Compilation,3.0,3,5,3.671171171171171,111.0,3.5714285714285716,17.5,BLG
64,J2EE Framework Course Design,1.0,2,6,3.6412213740458017,131.0,3.475,20.0,BLG
64,Oracle Database Course Design,1.0,3,6,3.6412213740458017,131.0,3.475,20.0,BLG
64,Requirements Engineering & UML Modeling,3.0,3,6,3.6412213740458017,131.0,3.475,20.0,BLG
64,Software Design,3.0,4,6,3.6412213740458017,131.0,3.475,20.0,BLG
64,Information Security A,2.5,4,6,3.6412213740458017,131.0,3.475,20.0,BLG
64,Oracle Database,2.0,4,6,3.6412213740458017,131.0,3.475,20.0,BLG
64,Software Project Management,3.0,4,6,3.6412213740458017,131.0,3.475,20.0,BLG
64,J2EE Framework,4.5,3,6,3.6412213740458017,131.0,3.475,20.0,BLG
64,Intellectual Property and Software Protection,1.0,3,7,3.6115107913669067,139.0,3.125,8.0,BLG
64,Human-Computer Interaction Technology,2.0,3,7,3.6115107913669067,139.0,3.125,8.0,BLG
64,Software Development and Testing Training,3.0,4,7,3.6115107913669067,139.0,3.125,8.0,BLG
64,Python Language Programming,2.0,2,7,3.6115107913669067,139.0,3.125,8.0,BLG
65,Ideological and Moral Cultivation and Legal Foundation,2.5,5,1,4.487179487179487,19.5,4.487179487179487,19.5,BLG
65,Success: Career Planning,1.0,3,1,4.487179487179487,19.5,4.487179487179487,19.5,BLG
65,Introduction to Computer Science,2.0,4,1,4.487179487179487,19.5,4.487179487179487,19.5,BLG
65,Advanced Mathematics A(1),5.5,5,1,4.487179487179487,19.5,4.487179487179487,19.5,BLG
65,College English A(1),4.0,4,1,4.487179487179487,19.5,4.487179487179487,19.5,BLG
65,University Chinese,2.0,4,1,4.487179487179487,19.5,4.487179487179487,19.5,BLG
65,Mental Health Education for College Students,2.0,5,1,4.487179487179487,19.5,4.487179487179487,19.5,BLG
65,Ideological and Political Theory Course Practice1,0.5,5,1,4.487179487179487,19.5,4.487179487179487,19.5,BLG
65,C/C++ Language Programming,5.5,4,2,4.197802197802198,45.5,3.980769230769231,26.0,BLG
65,C/C++ Language Programming Course Design,1.0,5,2,4.197802197802198,45.5,3.980769230769231,26.0,BLG
65,Digital Logic Circuits,4.0,5,2,4.197802197802198,45.5,3.980769230769231,26.0,BLG
65,Introduction to the Basic Principles of Marxism,2.5,4,2,4.197802197802198,45.5,3.980769230769231,26.0,BLG
65,Basic Education for Entrepreneurship,2.0,2,2,4.197802197802198,45.5,3.980769230769231,26.0,BLG
65,Higher Mathematics A(2),5.5,4,2,4.197802197802198,45.5,3.980769230769231,26.0,BLG
65,Cognitive Internship (IT Basic Training),1.0,3,2,4.197802197802198,45.5,3.980769230769231,26.0,BLG
65,Ideological and Political Theory Course Practice2,0.5,3,2,4.197802197802198,45.5,3.980769230769231,26.0,BLG
65,College English A(2),4.0,4,2,4.197802197802198,45.5,3.980769230769231,26.0,BLG
65,Probability Theory and Mathematical Statistics,3.0,4,3,4.056737588652482,70.5,3.8,25.0,BLG
65,Java Programming A,4.0,4,3,4.056737588652482,70.5,3.8,25.0,BLG
65,Outline of Modern Chinese History,1.5,3,3,4.056737588652482,70.5,3.8,25.0,BLG
65,Linear Algebra,2.5,3,3,4.056737588652482,70.5,3.8,25.0,BLG
65,Data Structures,5.0,3,3,4.056737588652482,70.5,3.8,25.0,BLG
65,College English A(3),4.0,4,3,4.056737588652482,70.5,3.8,25.0,BLG
65,Microcomputer Principles and Interface Technology,4.0,5,3,4.056737588652482,70.5,3.8,25.0,BLG
65,Data Structure Course Design,1.0,4,3,4.056737588652482,70.5,3.8,25.0,BLG
65,Principles of Operating System,4.0,5,4,4.208556149732621,93.5,4.673913043478261,23.0,BLG
65,Database Principles and Applications,3.5,5,4,4.208556149732621,93.5,4.673913043478261,23.0,BLG
65,.NET Programming A,4.0,4,4,4.208556149732621,93.5,4.673913043478261,23.0,BLG
65,Introduction to Mao Zedong Thought and the Theoretical System of Socialism with Chinese Characteristics,3.5,4,4,4.208556149732621,93.5,4.673913043478261,23.0,BLG
65,College English A(4),3.0,5,4,4.208556149732621,93.5,4.673913043478261,23.0,BLG
65,Database Principles and Applications Course Design,1.0,5,4,4.208556149732621,93.5,4.673913043478261,23.0,BLG
65,Discrete Mathematics,4.0,5,4,4.208556149732621,93.5,4.673913043478261,23.0,BLG
65,Computer Networks A,4.0,5,5,4.243243243243243,111.0,4.428571428571429,17.5,BLG
65,Software Testing Techniques,3.0,4,5,4.243243243243243,111.0,4.428571428571429,17.5,BLG
65,Advanced Software Engineering,3.5,5,5,4.243243243243243,111.0,4.428571428571429,17.5,BLG
65,Linux Programming,2.0,5,5,4.243243243243243,111.0,4.428571428571429,17.5,BLG
65,Algorithm Analysis and Design,2.0,3,5,4.243243243243243,111.0,4.428571428571429,17.5,BLG
65,Principles of Compilation,3.0,4,5,4.243243243243243,111.0,4.428571428571429,17.5,BLG
65,J2EE Framework Course Design,1.0,5,6,4.248091603053435,131.0,4.275,20.0,BLG
65,Oracle Database Course Design,1.0,3,6,4.248091603053435,131.0,4.275,20.0,BLG
65,Requirements Engineering & UML Modeling,3.0,4,6,4.248091603053435,131.0,4.275,20.0,BLG
65,Software Design,3.0,4,6,4.248091603053435,131.0,4.275,20.0,BLG
65,Information Security A,2.5,4,6,4.248091603053435,131.0,4.275,20.0,BLG
65,Oracle Database,2.0,3,6,4.248091603053435,131.0,4.275,20.0,BLG
65,Software Project Management,3.0,5,6,4.248091603053435,131.0,4.275,20.0,BLG
65,J2EE Framework,4.5,5,6,4.248091603053435,131.0,4.275,20.0,BLG
65,Intellectual Property and Software Protection,1.0,5,7,4.233812949640288,139.0,4.0,8.0,BLG
65,Human-Computer Interaction Technology,2.0,3,7,4.233812949640288,139.0,4.0,8.0,BLG
65,Software Development and Testing Training,3.0,5,7,4.233812949640288,139.0,4.0,8.0,BLG
65,Python Language Programming,2.0,3,7,4.233812949640288,139.0,4.0,8.0,BLG
66,Ideological and Moral Cultivation and Legal Foundation,2.5,5,1,3.1538461538461537,19.5,3.1538461538461537,19.5,BLG
66,Success: Career Planning,1.0,3,1,3.1538461538461537,19.5,3.1538461538461537,19.5,BLG
66,Introduction to Computer Science,2.0,4,1,3.1538461538461537,19.5,3.1538461538461537,19.5,BLG
66,Advanced Mathematics A(1),5.5,1,1,3.1538461538461537,19.5,3.1538461538461537,19.5,BLG
66,College English A(1),4.0,4,1,3.1538461538461537,19.5,3.1538461538461537,19.5,BLG
66,University Chinese,2.0,4,1,3.1538461538461537,19.5,3.1538461538461537,19.5,BLG
66,Mental Health Education for College Students,2.0,3,1,3.1538461538461537,19.5,3.1538461538461537,19.5,BLG
66,Ideological and Political Theory Course Practice1,0.5,5,1,3.1538461538461537,19.5,3.1538461538461537,19.5,BLG
66,C/C++ Language Programming,5.5,5,2,3.3956043956043955,45.5,3.576923076923077,26.0,BLG
66,C/C++ Language Programming Course Design,1.0,5,2,3.3956043956043955,45.5,3.576923076923077,26.0,BLG
66,Digital Logic Circuits,4.0,4,2,3.3956043956043955,45.5,3.576923076923077,26.0,BLG
66,Introduction to the Basic Principles of Marxism,2.5,3,2,3.3956043956043955,45.5,3.576923076923077,26.0,BLG
66,Basic Education for Entrepreneurship,2.0,2,2,3.3956043956043955,45.5,3.576923076923077,26.0,BLG
66,Higher Mathematics A(2),5.5,3,2,3.3956043956043955,45.5,3.576923076923077,26.0,BLG
66,Cognitive Internship (IT Basic Training),1.0,3,2,3.3956043956043955,45.5,3.576923076923077,26.0,BLG
66,Ideological and Political Theory Course Practice2,0.5,3,2,3.3956043956043955,45.5,3.576923076923077,26.0,BLG
66,College English A(2),4.0,3,2,3.3956043956043955,45.5,3.576923076923077,26.0,BLG
66,Probability Theory and Mathematical Statistics,3.0,3,3,3.25531914893617,70.5,3.0,25.0,BLG
66,Java Programming A,4.0,3,3,3.25531914893617,70.5,3.0,25.0,BLG
66,Outline of Modern Chinese History,1.5,4,3,3.25531914893617,70.5,3.0,25.0,BLG
66,Linear Algebra,2.5,4,3,3.25531914893617,70.5,3.0,25.0,BLG
66,Data Structures,5.0,3,3,3.25531914893617,70.5,3.0,25.0,BLG
66,College English A(3),4.0,3,3,3.25531914893617,70.5,3.0,25.0,BLG
66,Microcomputer Principles and Interface Technology,4.0,2,3,3.25531914893617,70.5,3.0,25.0,BLG
66,Data Structure Course Design,1.0,3,3,3.25531914893617,70.5,3.0,25.0,BLG
66,Principles of Operating System,4.0,3,4,3.406417112299465,93.5,3.869565217391304,23.0,BLG
66,Database Principles and Applications,3.5,3,4,3.406417112299465,93.5,3.869565217391304,23.0,BLG
66,.NET Programming A,4.0,4,4,3.406417112299465,93.5,3.869565217391304,23.0,BLG
66,Introduction to Mao Zedong Thought and the Theoretical System of Socialism with Chinese Characteristics,3.5,5,4,3.406417112299465,93.5,3.869565217391304,23.0,BLG
66,College English A(4),3.0,3,4,3.406417112299465,93.5,3.869565217391304,23.0,BLG
66,Database Principles and Applications Course Design,1.0,4,4,3.406417112299465,93.5,3.869565217391304,23.0,BLG
66,Discrete Mathematics,4.0,5,4,3.406417112299465,93.5,3.869565217391304,23.0,BLG
66,Computer Networks A,4.0,3,5,3.436936936936937,111.0,3.6,17.5,BLG
66,Software Testing Techniques,3.0,4,5,3.436936936936937,111.0,3.6,17.5,BLG
66,Advanced Software Engineering,3.5,4,5,3.436936936936937,111.0,3.6,17.5,BLG
66,Linux Programming,2.0,5,5,3.436936936936937,111.0,3.6,17.5,BLG
66,Algorithm Analysis and Design,2.0,3,5,3.436936936936937,111.0,3.6,17.5,BLG
66,Principles of Compilation,3.0,3,5,3.436936936936937,111.0,3.6,17.5,BLG
66,J2EE Framework Course Design,1.0,4,6,3.446564885496183,131.0,3.5,20.0,BLG
66,Oracle Database Course Design,1.0,3,6,3.446564885496183,131.0,3.5,20.0,BLG
66,Requirements Engineering & UML Modeling,3.0,4,6,3.446564885496183,131.0,3.5,20.0,BLG
66,Software Design,3.0,3,6,3.446564885496183,131.0,3.5,20.0,BLG
66,Information Security A,2.5,3,6,3.446564885496183,131.0,3.5,20.0,BLG
66,Oracle Database,2.0,3,6,3.446564885496183,131.0,3.5,20.0,BLG
66,Software Project Management,3.0,5,6,3.446564885496183,131.0,3.5,20.0,BLG
66,J2EE Framework,4.5,3,6,3.446564885496183,131.0,3.5,20.0,BLG
66,Intellectual Property and Software Protection,1.0,3,7,3.4280575539568345,139.0,3.125,8.0,BLG
66,Human-Computer Interaction Technology,2.0,3,7,3.4280575539568345,139.0,3.125,8.0,BLG
66,Software Development and Testing Training,3.0,4,7,3.4280575539568345,139.0,3.125,8.0,BLG
66,Python Language Programming,2.0,2,7,3.4280575539568345,139.0,3.125,8.0,BLG
67,Ideological and Moral Cultivation and Legal Foundation,2.5,5,1,3.6666666666666665,19.5,3.6666666666666665,19.5,BLG
67,Success: Career Planning,1.0,3,1,3.6666666666666665,19.5,3.6666666666666665,19.5,BLG
67,Introduction to Computer Science,2.0,3,1,3.6666666666666665,19.5,3.6666666666666665,19.5,BLG
67,Advanced Mathematics A(1),5.5,5,1,3.6666666666666665,19.5,3.6666666666666665,19.5,BLG
67,College English A(1),4.0,2,1,3.6666666666666665,19.5,3.6666666666666665,19.5,BLG
67,University Chinese,2.0,3,1,3.6666666666666665,19.5,3.6666666666666665,19.5,BLG
67,Mental Health Education for College Students,2.0,3,1,3.6666666666666665,19.5,3.6666666666666665,19.5,BLG
67,Ideological and Political Theory Course Practice1,0.5,5,1,3.6666666666666665,19.5,3.6666666666666665,19.5,BLG
67,C/C++ Language Programming,5.5,4,2,3.7472527472527473,45.5,3.8076923076923075,26.0,BLG
67,C/C++ Language Programming Course Design,1.0,5,2,3.7472527472527473,45.5,3.8076923076923075,26.0,BLG
67,Digital Logic Circuits,4.0,5,2,3.7472527472527473,45.5,3.8076923076923075,26.0,BLG
67,Introduction to the Basic Principles of Marxism,2.5,5,2,3.7472527472527473,45.5,3.8076923076923075,26.0,BLG
67,Basic Education for Entrepreneurship,2.0,2,2,3.7472527472527473,45.5,3.8076923076923075,26.0,BLG
67,Higher Mathematics A(2),5.5,4,2,3.7472527472527473,45.5,3.8076923076923075,26.0,BLG
67,Cognitive Internship (IT Basic Training),1.0,4,2,3.7472527472527473,45.5,3.8076923076923075,26.0,BLG
67,Ideological and Political Theory Course Practice2,0.5,3,2,3.7472527472527473,45.5,3.8076923076923075,26.0,BLG
67,College English A(2),4.0,2,2,3.7472527472527473,45.5,3.8076923076923075,26.0,BLG
67,Probability Theory and Mathematical Statistics,3.0,4,3,3.765957446808511,70.5,3.8,25.0,BLG
67,Java Programming A,4.0,4,3,3.765957446808511,70.5,3.8,25.0,BLG
67,Outline of Modern Chinese History,1.5,5,3,3.765957446808511,70.5,3.8,25.0,BLG
67,Linear Algebra,2.5,5,3,3.765957446808511,70.5,3.8,25.0,BLG
67,Data Structures,5.0,4,3,3.765957446808511,70.5,3.8,25.0,BLG
67,College English A(3),4.0,2,3,3.765957446808511,70.5,3.8,25.0,BLG
67,Microcomputer Principles and Interface Technology,4.0,4,3,3.765957446808511,70.5,3.8,25.0,BLG
67,Data Structure Course Design,1.0,3,3,3.765957446808511,70.5,3.8,25.0,BLG
67,Principles of Operating System,4.0,2,4,3.770053475935829,93.5,3.782608695652174,23.0,BLG
67,Database Principles and Applications,3.5,4,4,3.770053475935829,93.5,3.782608695652174,23.0,BLG
67,.NET Programming A,4.0,5,4,3.770053475935829,93.5,3.782608695652174,23.0,BLG
67,Introduction to Mao Zedong Thought and the Theoretical System of Socialism with Chinese Characteristics,3.5,4,4,3.770053475935829,93.5,3.782608695652174,23.0,BLG
67,College English A(4),3.0,2,4,3.770053475935829,93.5,3.782608695652174,23.0,BLG
67,Database Principles and Applications Course Design,1.0,5,4,3.770053475935829,93.5,3.782608695652174,23.0,BLG
67,Discrete Mathematics,4.0,5,4,3.770053475935829,93.5,3.782608695652174,23.0,BLG
67,Computer Networks A,4.0,5,5,3.8873873873873874,111.0,4.514285714285714,17.5,BLG
67,Software Testing Techniques,3.0,5,5,3.8873873873873874,111.0,4.514285714285714,17.5,BLG
67,Advanced Software Engineering,3.5,4,5,3.8873873873873874,111.0,4.514285714285714,17.5,BLG
67,Linux Programming,2.0,5,5,3.8873873873873874,111.0,4.514285714285714,17.5,BLG
67,Algorithm Analysis and Design,2.0,4,5,3.8873873873873874,111.0,4.514285714285714,17.5,BLG
67,Principles of Compilation,3.0,4,5,3.8873873873873874,111.0,4.514285714285714,17.5,BLG
67,J2EE Framework Course Design,1.0,3,6,3.8740458015267176,131.0,3.8,20.0,BLG
67,Oracle Database Course Design,1.0,5,6,3.8740458015267176,131.0,3.8,20.0,BLG
67,Requirements Engineering & UML Modeling,3.0,4,6,3.8740458015267176,131.0,3.8,20.0,BLG
67,Software Design,3.0,3,6,3.8740458015267176,131.0,3.8,20.0,BLG
67,Information Security A,2.5,4,6,3.8740458015267176,131.0,3.8,20.0,BLG
67,Oracle Database,2.0,2,6,3.8740458015267176,131.0,3.8,20.0,BLG
67,Software Project Management,3.0,5,6,3.8740458015267176,131.0,3.8,20.0,BLG
67,J2EE Framework,4.5,4,6,3.8740458015267176,131.0,3.8,20.0,BLG
67,Intellectual Property and Software Protection,1.0,4,7,3.823741007194245,139.0,3.0,8.0,BLG
67,Human-Computer Interaction Technology,2.0,2,7,3.823741007194245,139.0,3.0,8.0,BLG
67,Software Development and Testing Training,3.0,4,7,3.823741007194245,139.0,3.0,8.0,BLG
67,Python Language Programming,2.0,2,7,3.823741007194245,139.0,3.0,8.0,BLG
68,Ideological and Moral Cultivation and Legal Foundation,2.5,4,1,3.7435897435897436,19.5,3.7435897435897436,19.5,BLG
68,Success: Career Planning,1.0,3,1,3.7435897435897436,19.5,3.7435897435897436,19.5,BLG
68,Introduction to Computer Science,2.0,3,1,3.7435897435897436,19.5,3.7435897435897436,19.5,BLG
68,Advanced Mathematics A(1),5.5,5,1,3.7435897435897436,19.5,3.7435897435897436,19.5,BLG
68,College English A(1),4.0,3,1,3.7435897435897436,19.5,3.7435897435897436,19.5,BLG
68,University Chinese,2.0,3,1,3.7435897435897436,19.5,3.7435897435897436,19.5,BLG
68,Mental Health Education for College Students,2.0,3,1,3.7435897435897436,19.5,3.7435897435897436,19.5,BLG
68,Ideological and Political Theory Course Practice1,0.5,5,1,3.7435897435897436,19.5,3.7435897435897436,19.5,BLG
68,C/C++ Language Programming,5.5,2,2,3.1868131868131866,45.5,2.769230769230769,26.0,BLG
68,C/C++ Language Programming Course Design,1.0,4,2,3.1868131868131866,45.5,2.769230769230769,26.0,BLG
68,Digital Logic Circuits,4.0,4,2,3.1868131868131866,45.5,2.769230769230769,26.0,BLG
68,Introduction to the Basic Principles of Marxism,2.5,2,2,3.1868131868131866,45.5,2.769230769230769,26.0,BLG
68,Basic Education for Entrepreneurship,2.0,2,2,3.1868131868131866,45.5,2.769230769230769,26.0,BLG
68,Higher Mathematics A(2),5.5,3,2,3.1868131868131866,45.5,2.769230769230769,26.0,BLG
68,Cognitive Internship (IT Basic Training),1.0,2,2,3.1868131868131866,45.5,2.769230769230769,26.0,BLG
68,Ideological and Political Theory Course Practice2,0.5,3,2,3.1868131868131866,45.5,2.769230769230769,26.0,BLG
68,College English A(2),4.0,3,2,3.1868131868131866,45.5,2.769230769230769,26.0,BLG
68,Probability Theory and Mathematical Statistics,3.0,2,3,2.765957446808511,70.5,2.0,25.0,BLG
68,Java Programming A,4.0,2,3,2.765957446808511,70.5,2.0,25.0,BLG
68,Outline of Modern Chinese History,1.5,2,3,2.765957446808511,70.5,2.0,25.0,BLG
68,Linear Algebra,2.5,2,3,2.765957446808511,70.5,2.0,25.0,BLG
68,Data Structures,5.0,2,3,2.765957446808511,70.5,2.0,25.0,BLG
68,College English A(3),4.0,2,3,2.765957446808511,70.5,2.0,25.0,BLG
68,Microcomputer Principles and Interface Technology,4.0,2,3,2.765957446808511,70.5,2.0,25.0,BLG
68,Data Structure Course Design,1.0,2,3,2.765957446808511,70.5,2.0,25.0,BLG
68,Principles of Operating System,4.0,2,4,2.5240641711229945,93.5,1.7826086956521738,23.0,BLG
68,Database Principles and Applications,3.5,1,4,2.5240641711229945,93.5,1.7826086956521738,23.0,BLG
68,.NET Programming A,4.0,2,4,2.5240641711229945,93.5,1.7826086956521738,23.0,BLG
68,Introduction to Mao Zedong Thought and the Theoretical System of Socialism with Chinese Characteristics,3.5,1,4,2.5240641711229945,93.5,1.7826086956521738,23.0,BLG
68,College English A(4),3.0,2,4,2.5240641711229945,93.5,1.7826086956521738,23.0,BLG
68,Database Principles and Applications Course Design,1.0,4,4,2.5240641711229945,93.5,1.7826086956521738,23.0,BLG
68,Discrete Mathematics,4.0,2,4,2.5240641711229945,93.5,1.7826086956521738,23.0,BLG
68,Computer Networks A,4.0,1,5,2.40990990990991,111.0,1.8,17.5,BLG
68,Software Testing Techniques,3.0,2,5,2.40990990990991,111.0,1.8,17.5,BLG
68,Advanced Software Engineering,3.5,3,5,2.40990990990991,111.0,1.8,17.5,BLG
68,Linux Programming,2.0,2,5,2.40990990990991,111.0,1.8,17.5,BLG
68,Algorithm Analysis and Design,2.0,2,5,2.40990990990991,111.0,1.8,17.5,BLG
68,Principles of Compilation,3.0,1,5,2.40990990990991,111.0,1.8,17.5,BLG
68,J2EE Framework Course Design,1.0,1,6,2.3206106870229006,131.0,1.825,20.0,BLG
68,Oracle Database Course Design,1.0,3,6,2.3206106870229006,131.0,1.825,20.0,BLG
68,Requirements Engineering & UML Modeling,3.0,2,6,2.3206106870229006,131.0,1.825,20.0,BLG
68,Software Design,3.0,1,6,2.3206106870229006,131.0,1.825,20.0,BLG
68,Information Security A,2.5,2,6,2.3206106870229006,131.0,1.825,20.0,BLG
68,Oracle Database,2.0,4,6,2.3206106870229006,131.0,1.825,20.0,BLG
68,Software Project Management,3.0,2,6,2.3206106870229006,131.0,1.825,20.0,BLG
68,J2EE Framework,4.5,1,6,2.3206106870229006,131.0,1.825,20.0,BLG
68,Intellectual Property and Software Protection,1.0,4,7,2.3597122302158273,139.0,3.0,8.0,BLG
68,Human-Computer Interaction Technology,2.0,2,7,2.3597122302158273,139.0,3.0,8.0,BLG
68,Software Development and Testing Training,3.0,4,7,2.3597122302158273,139.0,3.0,8.0,BLG
68,Python Language Programming,2.0,2,7,2.3597122302158273,139.0,3.0,8.0,BLG
69,Ideological and Moral Cultivation and Legal Foundation,2.5,4,1,3.769230769230769,19.5,3.769230769230769,19.5,BLG
69,Success: Career Planning,1.0,3,1,3.769230769230769,19.5,3.769230769230769,19.5,BLG
69,Introduction to Computer Science,2.0,3,1,3.769230769230769,19.5,3.769230769230769,19.5,BLG
69,Advanced Mathematics A(1),5.5,4,1,3.769230769230769,19.5,3.769230769230769,19.5,BLG
69,College English A(1),4.0,4,1,3.769230769230769,19.5,3.769230769230769,19.5,BLG
69,University Chinese,2.0,4,1,3.769230769230769,19.5,3.769230769230769,19.5,BLG
69,Mental Health Education for College Students,2.0,3,1,3.769230769230769,19.5,3.769230769230769,19.5,BLG
69,Ideological and Political Theory Course Practice1,0.5,5,1,3.769230769230769,19.5,3.769230769230769,19.5,BLG
69,C/C++ Language Programming,5.5,3,2,3.2527472527472527,45.5,2.8653846153846154,26.0,BLG
